date, time: 2019-11-19, 10-58-07
1:expl_var_test 2:expl_var_train 3:VLB 4:used_labels 5:mf_iter 6:inf_time 7:pred_time
0.9556707159937418 0.9517477296501611 -14586.759628958971 26 150 30.3900505000056 34.486588600004325
0.9592334557565193 0.9535131895263053 -14098.862536299584 28 150 29.71439709999686 32.45023959999526
0.9576870029224278 0.9561593860421762 -14514.119381339391 29 150 32.9288360999999 36.87509940000018
0.9575883416079471 0.9507801771202149 -14174.569290551604 26 150 35.456691300001694 30.528131699997175
0.9559914189245508 0.9377778491261136 -14530.185956317802 28 150 21.44514650000201 32.511425699995016
0.9573831010902907 0.9459672003313015 -14277.256053441193 30 150 30.53794370000105 35.84333670000342
0.9520788939737816 0.9529892602599895 -14493.616107896982 26 150 30.055640200000198 29.802998899998784
0.9569702432423788 0.940128444099786 -14359.946969722329 26 150 29.68997830000444 30.028210399999807
0.9567709821525653 0.9520809893774091 -14600.4504856067 26 150 30.9649919999938 30.106834600002912
0.9570969015352737 0.9414365219488954 -14353.677992015428 26 150 29.791908999999578 29.93865419999929
0.9565782110507559 0.9525718681056246 -14632.805833167335 27 150 27.831549900001846 32.97948699999688
0.9554413643392841 0.94903931642937 -14422.325642008298 28 150 30.789100999994844 31.88437939999858
0.953869857381825 0.9465244839239603 -14439.991282577823 28 150 27.478141199993843 31.8775112000003
0.9522440754194602 0.9435615108981219 -14917.377233864689 24 150 35.160707099996216 28.30605790000118
0.9576032629134557 0.9484325435026659 -14653.69194592171 26 150 35.88762020000286 30.451776499998232
0.9552150949676822 0.9343456769592954 -14728.379603229552 27 150 28.82125229999656 31.522789299997385
0.957572307098441 0.953967077832635 -14298.067581636617 27 150 31.938740999998117 31.00262130000192
0.956780620705495 0.9537355975379579 -14445.755426580377 29 150 29.641864299999725 32.98773990000336
0.9562160603176457 0.9569591128230753 -14357.4288064991 29 150 34.904812100001436 35.765722899996035
0.9593358787090679 0.9528192241932079 -14026.7576135249 29 150 32.239448299995274 33.560924800003704
0.9501705214202788 0.9452569851473355 -14756.17188153385 27 150 24.0872451000032 34.13641600000119
0.9534564250180452 0.9511761090673302 -14772.13688210885 25 150 50.86218309999822 29.00345969999762
0.9574506396481012 0.9541152100556806 -14310.225637905969 28 150 25.332233000000997 33.88489909999771
0.9569414946580647 0.9339857792763713 -14244.554948335799 26 150 32.956631000000925 30.417362799998955
