0.1689355771338069	4
0.1778079444443773	4
0.01768938798422104	2
0.1762825504968999	4
0.11555757280756683	3
0.1676056057349622	4
0.17607854477854679	4
0.168390872943604	4
0.018627623153812722	2
0.11774521326184108	3
0.1757463556654545	5
0.16459180306032328	4
0.1712597243217232	5
0.11686808890620848	3
0.1479873440313315	5
0.11345098278604393	3
0.1489255678612671	5
0.17596586093039301	4
0.01679093686385069	2
0.16845785621787335	4
0.01729923378911058	2
0.08495551257715606	5
0.11615880880512797	3
0.17714983606956825	4
0.1745324222460778	4
0.17713132738435156	4
0.1682077507344254	4
0.17713986832721884	5
0.11574818575961786	3
0.11399743771187965	3
0.17585739829992153	4
0.15524377609077789	5
0.1170581090801668	3
0.09196687736001397	5
0.01693116564262831	2
0.1744984572131888	4
0.17746305791817385	4
0.1750385868286416	4
0.16212140343669879	5
0.016847825281017137	2
0.08233375007421284	6
0.175373811649302	4
0.11517594738118965	3
0.17628253708939823	4
0.16891836703119512	4
0.11493393906876315	3
0.016789790513602743	2
0.01680576782549248	2
0.16824584962084665	4
0.1689121467852599	4
0.1770675318661754	4
0.01675932953293191	2
0.2260285219921795	4
0.14972128967309162	6
0.16836494045847028	4
0.17470316625936155	4
0.16907895015384622	4
0.17814468498692837	4
0.16898612836072924	5
0.16797277565305613	4
0.06643643618541795	5
0.07647571687423205	5
0.17794425878782538	4
0.16965308549174907	4
0.11445605585912298	3
0.17605496370024398	4
0.16752991153200458	4
0.1679115650899361	4
0.17944251113229204	4
0.17573964164042843	4
0.17554422985441254	4
0.017803333103926455	2
0.17591858264069515	4
0.17568816524987318	4
0.17323393767284823	4
0.11431566702226326	3
0.17646486806067074	4
0.1674367911784721	4
0.07538335155238574	6
0.17571889928852058	4
0.1691357883055784	4
0.10230427659058394	5
0.016840029151137914	2
0.17608371880304752	4
0.17481381477586844	4
0.015434050392429177	2
0.1483130288506188	5
0.01685217543731654	2
0.11185065414382078	3
0.17473834642804098	4
0.17680892566238926	4
0.11599021104285555	3
0.16777089828126657	4
0.17116722793161832	4
0.17277480243622656	4
0.11175954507946795	3
0.17477688112752454	4
0.1772334248437547	4
0.013576329718346436	2
0.17645750833174367	4
