date, time: 2019-11-19, 21-12-48
1:expl_var_test 2:expl_var_train 3:VLB 4:used_labels 5:mf_iter 6:inf_time 7:pred_time
-0.21707907870683352 -0.3591008698529128 -4432.731530544888 2 150 16.40716139999995 0.2461230000001251
-0.2059230566697996 0.01937134288280884 -4437.479594315216 2 150 16.23177890000011 0.24698189999980968
-0.05231243900535864 0.0627434908618909 -4294.819569542677 3 150 16.491170799999963 0.3316749999999047
0.03466150821988867 -0.009596101572753257 -4214.420035262921 4 150 19.508562799999936 0.45767589999991287
-0.21448122473272546 -0.02921650739456183 -4433.5313213756135 2 150 17.522258100000045 0.3517583000000286
-0.051971147847545536 0.04977487009363679 -4277.8058245028205 3 150 17.174839999999904 0.32609960000013416
-0.21431141013424337 0.01178018672871084 -4438.262723800339 2 150 19.695539800000006 0.3856227000001127
-0.21919580467178235 -0.03562280458627631 -4425.107613306717 3 150 26.1305605 0.39400880000016514
-0.0035995291795025692 -0.09954203051439725 -4274.668197516037 3 150 20.801737499999945 0.33427069999993364
-0.2106175988675476 0.028413149553193073 -4443.95822208235 2 150 19.715081300000065 0.31422870000005787
-0.21401649235039044 -0.00819796621163782 -4430.887462504131 2 150 17.424400500000047 0.231356999999889
-0.20286613683903232 -0.2312245698626756 -4425.6478120128395 2 150 15.715248900000006 0.23915099999999256
-0.20455621185541117 0.034329721422219905 -4441.223834106036 2 150 15.415024299999914 0.2327176999999665
-0.04993017886641038 0.033712028897562196 -4288.24249521268 3 150 16.876386700000012 0.3510642999999618
0.011645390854656101 -0.0431026089005877 -4271.624742229296 3 150 19.748200300000008 0.30263160000004063
-0.21414540881875 -0.030306150989088065 -4429.183128091845 2 150 15.540493100000049 0.23489439999980277
-0.21497195609787711 0.018594332597975716 -4424.625671215469 2 150 14.75058799999988 0.24235459999999875
-0.010439712977369231 -0.017663777954902704 -4284.154297528774 3 150 18.442125399999895 0.5530367000001206
-0.013970784379899737 0.015358953090789829 -4281.979387943364 4 150 15.406905300000062 0.4360740000001897
0.14792917447811693 0.03407664314587833 -4449.211482459799 2 150 14.378519600000118 0.22331139999982952
-0.21163127396470818 0.035788831181943204 -4430.859041346758 2 150 14.502574300000106 0.21729770000001736
0.04146866543095051 0.05664430619178673 -4215.814887936667 5 150 15.743656699999974 0.45491740000011305
-0.2137308975082095 -0.02072577524749941 -4431.011556315278 2 150 20.486944400000084 0.46596569999996973
-0.2133297974941191 0.024629392093391766 -4436.346836711104 2 150 29.625958800000035 0.35585149999997157
-0.008254893114503448 -0.12965488664021452 -4294.570774605245 3 150 20.778348199999755 0.2979216999997334
