date, time: 2019-11-15, 00-46-14
1:nMSE_train 2:nMAE_train 3:VLB 4:nMSE_test 5:nMAE_test 6:used_labels 7:mf_iter 8:gibbs_iter 9:inf_time 10:pred_time
0.6921457204724337 0.00015904323525631257 -4461.619259353708 1.3217841301319098 0.0003561607471535527 3 150 150 2.3368116999999984 0.23890970000002199
0.9283500961647155 0.00014868202022543943 -4294.012508757412 0.7376686671828769 0.0002017483616486362 3 150 150 2.798543699999982 0.24253680000003897
0.9424253987073539 0.00015103692063738676 -4296.564943332504 0.7387165888656562 0.000201936964312458 3 150 150 2.6751107999999704 0.2413361999999779
1.106301717734515 0.00019435516924258943 -4445.663639323683 1.1592667149810854 0.00033360782104587086 3 150 150 4.197271000000001 0.23640969999996742
1.1489699490901666 0.00018846392552479037 -4434.248331851594 1.0675168140641031 0.0003205473810823454 2 150 150 2.655727899999988 0.16668370000002142
1.3483746990490957 0.00018857474831087962 -4426.902911476146 1.0675386153313682 0.0003205458988666509 2 150 150 2.5214598000000024 0.1696942000000945
1.6619781844531838 0.0002651127341532401 -4438.178680280583 1.067914498133217 0.00032059347651740565 2 150 150 2.6944352999998955 0.23996729999998934
1.0030245172470205 0.00017171082353332155 -4442.388122304851 1.0677490933421332 0.00032055811568062825 2 150 150 2.7398551999999654 0.16787950000002638
1.3613196038041482 0.00018949535729686142 -4426.830135523806 1.0675161137573528 0.0003205501110080854 2 150 150 2.593585599999983 0.20271050000008017
1.0074604926176498 0.00017197141364329874 -4439.847678158663 1.0673234467441524 0.0003205834570166429 2 150 150 2.603784899999937 0.16400479999992967
1.0359927136569371 0.0001770748109349343 -4432.393639565515 1.1901217521974017 0.0003315036377407036 3 150 150 2.7312941000000137 0.23700250000001688
1.0045192761373507 0.00017508474416467042 -4433.4121793037375 1.067535968115529 0.00032054377958304505 2 150 150 2.7676651000000447 0.16556210000010196
0.9017470449311948 0.00012699095392764077 -4210.9676179929365 0.7043853911923967 0.0001975776470072285 4 150 150 3.0659749999999804 0.3450447999999824
0.94940451140666 0.00013610549629984521 -4234.0848816435555 0.7064281484823499 0.00019869664970377225 4 150 150 2.73900679999997 0.31327699999997094
1.247944492584262 0.00015804073519250954 -4298.871019107137 0.7385978552508002 0.00020211530240299866 3 150 150 2.6433203999999932 0.24033889999998337
0.917510507098565 0.00014215568064384056 -4296.329872807441 0.7381389921296574 0.00020195366778058332 3 150 150 2.5422636999999213 0.24068460000000869
1.670166914769827 0.00020842774713163544 -4440.61997835953 1.0673597249733595 0.0003205769209689166 2 150 150 2.5994333000001006 0.1685370000000148
0.9318203615091385 0.00014206547500114159 -4293.697738320357 0.739538001118871 0.00020293205262551532 3 150 150 2.6090732000000116 0.23893279999992956
0.9967583606768932 0.00017076963975687812 -4433.864992208146 1.0675169113598977 0.0003205459051036516 2 150 150 2.6523999000000913 0.15206159999991087
1.1486669955644242 0.0001931904697794738 -4433.127369361008 1.067701241223372 0.00032055742797208584 2 150 150 2.7162730999999667 0.18395620000001145
2.221917668555939 0.00020810578040019863 -4282.551869422039 0.7390527305091229 0.00020220053925260306 3 150 150 2.8053886000000148 0.24280429999998887
1.2047867268221273 0.00019044614864038091 -4428.270006872059 1.0675634364043594 0.0003205436375341568 2 150 150 2.516629899999998 0.1690389000000323
0.9117595856605735 0.00014203522620259156 -4222.1757483030215 0.7028304374771418 0.00019774824534186074 4 150 150 2.3696590999999216 0.3116835999999239
0.922075534783297 0.0001408708775795932 -4291.232803647898 0.7388985421101496 0.00020226194902291862 3 150 150 2.968432499999949 0.30596749999995154
0.9986088703061498 0.00017279067589218226 -4435.4558904335845 1.0675065403082726 0.00032054830097765966 2 150 150 2.4525816000000304 0.16265740000005735
1.1045339373038006 0.00019983880256401243 -4429.116776804274 1.0663176935593073 0.00032071842477776646 2 150 150 2.759857600000032 0.16618670000002567
1.3615602018242707 0.00018708432221545306 -4437.561066758449 1.0680778872938315 0.00032060753570063423 2 150 150 2.6373656999999184 0.16767000000004373
0.9810444940073854 0.00015569839391434286 -4364.938705686419 0.843253083724907 0.00025630863743666125 3 150 150 3.211896300000035 0.2610497000000578
0.9896898348606977 0.000131269900119576 -4214.832057369758 0.7182201940689319 0.00020055277813650337 4 150 150 3.346909500000038 0.4023303000000169
1.0598937674308828 0.00016888492178197093 -4439.53705690204 1.0400820994650155 0.0003114193494703778 3 150 150 4.196630099999993 0.2426917999999887
1.0109822569776414 0.00017294722194972806 -4433.575109263715 1.0676174761775519 0.0003205485187239636 2 150 150 2.7216415000000325 0.16645900000003166
0.994540715023543 0.00016037416026567502 -4417.536583926049 0.9917725999613745 0.0002954163886455242 3 150 150 2.884580700000015 0.24037299999997686
0.9664429473182263 0.00014796379905563902 -4299.526120781453 0.7374835332204739 0.00020353420408831648 3 150 150 3.0790839000000005 0.23908930000004602
1.1595402924864282 0.00018139408694111694 -4434.094415599983 1.0682219131271549 0.0003206476287093701 2 150 150 2.265956699999947 0.18802340000002005
1.0123113585729755 0.00017181046018714137 -4429.710280660038 1.0675154873734811 0.0003205541578917852 2 150 150 2.608234400000015 0.16709550000007312
1.083821104238302 0.00017591565529039414 -4436.279234220797 1.0681588366394537 0.0003206214385509505 2 150 150 2.6326555000000553 0.16916939999998704
0.984852885178504 0.00017064023963683658 -4439.102725225028 1.105724033335106 0.0003270171521204876 3 150 150 2.7743105999999216 0.23987639999995736
1.0720846249103944 0.00018342727863182126 -4443.024885725964 1.0670764796960721 0.00032017476855250403 3 150 150 2.439326400000027 0.2371226000000206
0.993102388386291 0.00017327865155227312 -4431.282940385332 1.067760500239552 0.0003205616783355547 2 150 150 2.5973052000000507 0.16977960000008352
2.156073839548146 0.00020385624199133746 -4227.838386617318 0.719048816258193 0.0001998920008129694 4 150 150 2.748377000000005 0.3146145000000615
1.1026734656236181 0.00018252523676252208 -4437.92655080366 1.0677052224225612 0.00032055234704786754 2 150 150 2.6381834999999683 0.167956600000025
1.006135851592504 0.00017129478118773657 -4432.981551618545 1.067902586240776 0.0003205744181822574 2 150 150 2.592636799999923 0.1644139999999652
1.0597131003305267 0.0001723630537164168 -4437.154292718531 1.067792405263611 0.00032056615547443285 2 150 150 2.6058170999999675 0.16512460000001283
1.1043154609570356 0.00017024219830727943 -4428.288196381713 1.0092768064506665 0.00029956644489458436 3 150 150 2.6535703000000694 0.24093470000002526
0.9941850157113994 0.00017411424277086668 -4437.26087091465 1.0684434473641318 0.0003206698548248412 2 150 150 2.6369207000000188 0.21286420000001272
1.0205666702828093 0.00017070168360735133 -4435.64228575116 1.0682137699357004 0.00032062277820106187 2 150 150 2.568219699999986 0.16912519999993947
1.1181771821344286 0.0001753298661906816 -4430.5430021299635 1.0674508947293615 0.0003205567214656009 2 150 150 2.627475900000036 0.16571239999996124
0.9512991020670782 0.0001405480498892227 -4285.9471852268525 0.738616861237285 0.00020210439399221409 3 150 150 2.8829323999999588 0.24259430000006432
1.0155023566744508 0.0001794959324624492 -4445.374056426029 1.0718615274474999 0.00032169782153025536 2 150 150 2.399816900000019 0.16656729999999698
1.0451321554020905 0.00014965424526787693 -4290.833451608142 0.7384046640614115 0.0002016831032297428 3 150 150 2.9608519000000797 0.23594359999992776
1.0108763907408056 0.00017510233243840355 -4431.996240227427 1.067518874042804 0.00032056017800610113 2 150 150 2.8329305000000886 0.16562169999997423
1.0221729162772701 0.00017294116481839425 -4433.502377766882 1.0674527661478352 0.00032055411165958796 2 150 150 2.486588799999936 0.154750599999943
1.08101550224335 0.00018374457428516357 -4429.083151199605 1.067687578340959 0.00032055574987581653 2 150 150 2.675410499999998 0.1666554000000815
0.9884134422574419 0.00017033462240755986 -4436.22920312125 1.067635425692856 0.00032056661165540633 2 150 150 2.672631900000056 0.1687286999999742
1.1031440161510173 0.0001853330785284095 -4441.259075578511 1.0682900416887753 0.0003206354399437845 2 150 150 2.585724599999935 0.1699156000000812
0.9857334197185895 0.0001706692580214867 -4434.201290538015 1.067525966664691 0.00032054316289295483 2 150 150 2.6268940999999586 0.15784819999998945
1.0043107344278699 0.00017281234877083697 -4436.3432455643915 1.06752225001399 0.0003205472976495972 2 150 150 2.315101400000003 0.16769539999995686
1.0640116604614849 0.00017303058547569341 -4434.0317293218 1.067529127704013 0.00032054399549970194 2 150 150 2.619837299999972 0.17025029999990693
1.1693865265868857 0.0002047812966590897 -4433.282456946644 1.0675171367998197 0.0003205484514123008 2 150 150 2.730927700000052 0.1704347999999527
1.1501160100385055 0.00017800626880828583 -4437.007494781866 1.0678799704877444 0.0003205723585571263 2 150 150 2.617192100000011 0.16568770000003497
0.9497637798710461 0.00015040669884886738 -4294.275279097187 0.7388721408665125 0.0002020867924110467 3 150 150 2.5788992000000235 0.23936060000005455
1.009018288446358 0.00017156066932586434 -4427.616443914252 1.0675362853970858 0.0003205459463178226 2 150 150 2.5561663000000863 0.16564310000001115
1.1135480692502193 0.0001882007418519458 -4434.17214881149 1.0669110663153911 0.00032010093788024593 3 150 150 2.548191900000006 0.24014609999994718
1.488190356981504 0.00019337851981182495 -4426.720216312346 1.0675673200037084 0.00032054627470842745 2 150 150 2.5761477000000923 0.2544431999999688
0.9594540393806038 0.0001462968215772119 -4283.5229170676885 0.738543532491216 0.00020175830014562273 3 150 150 3.0519078999999465 0.23390260000007856
1.7457064632656143 0.00020974199167419575 -4435.154157189093 1.0678931429384448 0.00032057126125050893 2 150 150 2.685733599999935 0.19662159999995765
0.9549805544387179 0.0001661134207502121 -4440.718926114774 1.2043475329159723 0.0003240858756937445 4 150 150 2.6046153999999433 0.3079631000000518
1.0519862755812406 0.00017597722204322507 -4433.69443836984 1.066968073756425 0.00032062647432774767 2 150 150 2.4225680999999213 0.16646739999998772
0.9340886609399413 0.0001470809420929743 -4373.581687768533 0.84671299905792 0.0002553194970502728 3 150 150 2.5996787000000268 0.23421429999996235
0.8996282699033186 0.00012909320581757017 -4203.951830558805 0.7042782018874313 0.0001977336498943514 4 150 150 2.6227539999999863 0.3092219000000114
1.0178846991878217 0.00017228348934973477 -4430.726043151854 1.067543193653984 0.00032054675044513415 2 150 150 2.731255800000099 0.16782530000000406
1.0167693356826213 0.00017294113178409635 -4434.71686799695 1.0675316018602423 0.0003205452605697835 2 150 150 2.532625899999971 0.17055729999992764
0.9390093000491719 0.00014931647103722816 -4447.656389250373 0.9743425900832705 0.000292033410833264 3 150 150 4.909750099999997 0.2626919000000498
0.9950206544515581 0.00017113166632586293 -4434.829758043475 1.0677708226089633 0.00032055848763344076 2 150 150 2.6383164999999735 0.16825500000004467
0.9209130411318767 0.0001366786272762719 -4222.647185361652 0.7060550666558771 0.0001983589058275173 4 150 150 2.6494058999999197 0.3631758000000218
1.0285904443805027 0.0001811758898814393 -4429.527307624771 1.06872827986539 0.0003209390223891551 3 150 150 2.736156899999969 0.2373599000000013
1.0830472173025179 0.0001826923908055412 -4436.346846927165 1.0675379461014822 0.00032054807111881487 2 150 150 2.6545257999999876 0.1668253000000277
0.9926352436335281 0.0001731064205138475 -4445.622249641486 1.0681550003505782 0.00032061526706339137 2 150 150 2.5350459 0.15413220000004912
1.002987760331196 0.00017102034015298808 -4434.093494900541 1.0675638688286915 0.00032054771416832546 2 150 150 2.5358728999999585 0.16509429999996428
1.018478357971823 0.0001760113890326815 -4429.376121882733 1.0673341977423119 0.00032057217861326804 2 150 150 2.994736900000021 0.16677119999997103
1.0042522047098457 0.0001717472141417385 -4431.050192530254 1.0675884717466209 0.0003205497525731263 2 150 150 2.6123382000000674 0.1666106000000127
0.9795783028896178 0.00014200489827398419 -4293.854559782109 0.7393709989410953 0.00020221433819117438 3 150 150 2.98521669999991 0.23569380000003548
1.0934546472927937 0.00017683069038522642 -4442.510440723231 1.0684215824181211 0.00032066471374352155 2 150 150 2.770558600000072 0.16269799999997758
1.0755928863460311 0.00018331938233683562 -4431.478286424591 1.0678058911500357 0.0003205624946255176 2 150 150 2.5447100999999748 0.2408008999999538
1.057174337263574 0.00017267923849126693 -4434.414241111649 1.0678611834153715 0.00032057309435787866 2 150 150 2.8235082999999577 0.16525579999995443
0.9705914271290675 0.00016609793597621047 -4314.087075319503 0.7392457841107324 0.000202516652512141 3 150 150 2.742729499999996 0.24001320000002124
1.0381940383516515 0.00017369729310816204 -4433.028130908356 1.0675400254921144 0.0003205523870220912 2 150 150 2.699381199999948 0.19034269999997377
